,SYS New CC Dist AVG,SYS New CC Dist MIN,SYS CC Fraction AVG,SYS CC Fraction MIN
0,0.42679558011049723,0.42679558011049723,0.4292307692307687,0.4292307692307687
1,0.4298756906077349,0.4298756906077349,0.4367948717948712,0.4367948717948712
2,0.428743093922652,0.428743093922652,0.43128205128205105,0.43128205128205105
3,0.42852209944751385,0.42852209944751385,0.4134615384615385,0.4134615384615385
4,0.4311464088397791,0.4311464088397791,0.3991025641025642,0.3991025641025642
5,0.42888121546961344,0.42888121546961344,0.34602564102564065,0.34602564102564065
6,0.42418508287292833,0.42418508287292833,0.3219230769230771,0.3219230769230771
7,0.4262983425414366,0.4262983425414366,0.31358974358974345,0.31358974358974345
8,0.42812154696132587,0.42812154696132587,0.2975641025641027,0.2975641025641027
9,0.42563535911602235,0.42563535911602235,0.26923076923076983,0.26923076923076983
